PWK	C57	AJ	129	WSB	CAS	NZO	NOD
RTRAF	-0.07	0.03	-0.06	-0.09	-0.01	-0.03	0.06	-0.05
Dnajb2	-0.04	0.02	0.49	-0.19	-0.08	0.03	0.41	-0.05
Mrpl21	0.22	0.02	0.09	0.15	0.2	0.12	0.21	-0.04
Ltbp4	0.12	0.02	0.1	0.11	-0.08	-0.21	0.05	0.28
Col2a1	-0.01	0.03	0.34	-0.15	-2.93	-0.07	-0.74	-0.05
Ddx17	-0.12	0.02	-0.14	-0.18	0.03	-0.03	-0.17	-0.02
Ilf2	-0.18	0.02	-0.21	-0.18	0.04	-0.02	-0.24	-0.06
Exosc10	-0.1	0.02	0	-0.1	0.02	0.16	-0.2	-0.05
Rbm15	-0.07	0.03	-0.12	-0.22	-0.03	0.09	-0.3	-0.14
Lman1	0.26	0.03	0.39	0.12	0.05	-0.04	0.58	-0.22
Tpp2	0.03	0.03	0.1	0	-0.18	-0.1	0.01	-0.03
Syne1	-0.12	0.03	-0.13	-0.19	0.04	0.1	-0.32	-0.04
H2afy2	-0.25	0.03	-0.22	-0.29	-0.03	0.09	-0.33	-0.11
Dars	0.02	0.03	-0.06	0.05	0.17	0	0.01	-0.1
Trim28	-0.11	0.03	-0.2	-0.16	0.03	0.19	-0.09	-0.16
Msn	0.12	0.03	-0.09	0.1	-0.07	-0.14	-0.02	0.04
Tomm34	-0.13	0.03	0.03	0.09	-0.05	0	-0.07	-0.09
Nup62	-0.06	0.03	-0.14	-0.11	0.01	0.01	-0.05	-0.07
Ddost	-0.05	0.03	0.07	0.03	0	0.01	0.03	-0.04
Eif4a2	-0.12	0.03	0.15	-0.12	-0.02	-0.1	0.17	-0.08
Nup107	-0.16	0.03	-0.09	-0.27	0.03	0.16	-0.23	-0.04
Tnnc1	0.17	0.03	-0.01	0.1	0.02	0.31	-0.05	-0.1
Mrpl24	0.17	0.03	0.08	0.18	-0.23	0.05	0.02	0.13
Lrrc10	-0.08	0.03	0	0	0.02	-0.05	0.17	0.04
Rps23	-0.09	0.03	0.01	-0.2	-0.03	-0.11	-0.2	-0.01
Ssb	0.15	0.03	-0.34	-0.28	-0.09	0.05	-0.54	-0.02
Hnrnpul2	-0.12	0.03	-0.2	-0.21	0.05	0.03	-0.3	0.04
Rpl23a	-0.05	0.03	-0.06	-0.08	0.02	-0.03	0.01	-0.06
Wdr33	-0.08	0.03	-0.28	-0.08	-0.04	-0.07	-0.25	-0.01
Csnk2a1	-0.07	0.03	0.04	-0.06	0	-0.08	0.06	0.06
Uqcc1	0.11	0.03	0.04	0	0.02	0.31	-0.12	0.07
Pam16	0.21	0.03	0.15	-0.01	0	0.11	-0.05	0.19
X0610012G03Rik	0.01	0.03	0.29	-0.33	-0.03	0.14	0.25	0.26
Lrrfip2.1	-0.01	0.03	-0.01	-0.04	0.01	0.02	-0.07	0.05
Eef1g	0.04	0.03	-0.04	0.02	0.04	0.07	0.05	0
Mark3	0.31	0.03	-0.09	0.22	-0.05	-0.28	-0.48	0.2
Stk10	0.2	0.03	-0.2	0.02	-0.17	0	-0.06	0.12
Arhgef10l	-0.05	0.03	0.07	-0.15	0.31	0.02	-0.04	-0.01
Lig3	0.02	0.03	-0.24	-0.14	0.08	0.09	-0.16	-0.16
Tpm1.1	-0.07	0.03	0.24	0.05	-0.17	-0.03	0.01	0.07
Rpl30	-0.03	0.03	-0.02	-0.07	0.05	-0.03	-0.03	-0.05
